WORDPAIR	SEMANTIC	VISUAL
freezer#gloves	1.20	1.00
oak#vine	3.00	2.25
dove#hawk	3.25	3.50
dagger#razor	2.75	2.50
buzzard#pelican	3.75	3.25
mink_(coat)#nylons	2.00	1.25
bow_(ribbon)#drapes	2.25	1.75
crow#curtains	1.00	1.00
raccoon#vulture	2.25	1.25
parsley#stick	1.50	1.50
cabinet#shed	2.25	2.00
cathedral#tangerine	1.00	1.00
bear#belt	1.00	1.00
pistol#revolver	5.00	5.00
blouse#toilet	1.25	1.00
banana#pear	3.00	2.00
cello#violin	4.00	3.50
flute#ostrich	1.00	1.25
cedar#thimble	1.00	1.00
cantaloupe#strawberry	3.00	1.50
cup#lantern	1.50	1.25
partridge#robin	3.75	3.50
lemon#rhubarb	2.25	1.50
fan_(appliance)#harp	1.25	1.50
hamster#toad	2.00	1.75
basket#sweater	1.25	1.00
balloon#necklace	1.00	1.25
magazine#skis	1.25	1.00
lettuce#pajamas	1.00	1.00
crane_(machine)#rock	1.50	1.00
chisel#rope	2.25	1.25
airplane#limousine	3.00	1.67
fridge#slippers	1.33	1.00
chapel#skyscraper	3.00	2.33
ant#seagull	2.00	1.00
cork#rock	1.33	1.33
armour#walrus	1.00	1.00
jacket#pajamas	3.33	3.00
curtains#shelves	2.00	1.00
chimp#hawk	2.00	1.00
belt#bullet	1.33	1.00
drum#flute	3.00	1.00
bucket#car	1.33	1.00
blackbird#mouse	2.00	1.00
hamster#mouse_(computer)	1.00	1.67
cabin#skillet	1.67	1.00
broom#tie	1.00	1.00
carrot#door	1.00	1.00
cart#stick	1.33	1.00
dishwasher#thimble	1.00	1.00
coyote#eagle	2.00	1.00
crane_(machine)#stone	1.33	1.00
bin_(waste)#truck	1.33	1.67
church#toaster	1.33	1.00
accordion#asparagus	1.00	1.00
pot#strainer	2.67	2.33
grasshopper#seal	1.67	1.00
paintbrush#sailboat	1.33	1.00
bread#fawn	1.00	1.00
tray#umbrella	1.00	1.00
dandelion#keyboard_(musical)	1.00	1.00
bag#bike	1.25	1.00
mixer#trolley	1.00	1.00
cod#hawk	2.00	1.25
grape#raspberry	4.25	3.25
bungalow#house	4.75	4.75
mushroom#shield	1.00	1.25
buckle#radish	1.00	1.00
crane_(machine)#elevator	2.25	1.00
basement#box	1.50	1.50
barrel#drill	1.50	1.00
bench#salmon	1.00	1.00
budgie#cat	1.75	1.50
peg#pliers	2.00	1.25
cupboard#frog	1.00	1.00
apartment#butterfly	1.00	1.00
caribou#walnut	1.00	1.00
ostrich#tortoise	2.00	1.25
skyscraper#stone	1.75	1.25
drum#potato	1.00	1.00
microscope#mink_(coat)	1.00	1.00
closet#hook	2.25	1.00
cottage#elk	1.00	1.00
anchor#hose_(leggings)	1.00	1.00
cart#chimp	1.00	1.00
clarinet#tent	1.00	1.00
rhubarb#sparrow	1.25	1.00
skillet#van	1.00	1.00
dishwasher#skunk	1.00	1.00
bull#flamingo	1.75	1.25
ox#sack	1.00	1.00
church#jacket	1.75	1.00
belt#trousers	3.00	1.00
hammer#tuna	1.00	1.00
chimp#skunk	2.25	1.75
moose#pigeon	1.75	1.25
garage#house	3.00	3.00
cheetah#hose_(tubing)	1.00	1.00
grape#plum	3.25	2.75
peas#potato	2.50	1.75
chipmunk#hamster	4.00	3.50
caribou#sparrow	2.00	1.00
cucumber#shelves	1.25	1.00
clock#shoes	1.25	1.00
gorilla#jeep	1.25	1.00
blueberry#carpet	1.00	1.00
faucet#trombone	1.25	1.00
desk#skis	1.00	1.00
baton#drill	1.75	1.25
hose_(leggings)#scissors	1.75	1.00
blender#scooter	1.75	1.00
cart#tie	1.00	1.00
apartment#squid	1.00	1.00
boat#hook	2.50	1.00
shawl#sleigh	1.50	1.00
leopard#lion	4.25	3.75
skyscraper#turnip	1.00	1.00
buckle#cougar	1.00	1.00
cupboard#shed	2.50	1.50
nightgown#sweater	2.75	2.75
shield#thimble	1.50	1.00
coyote#hyena	3.60	3.40
gorilla#iguana	1.60	1.20
buckle#cantaloupe	1.00	1.00
shelves#skyscraper	1.40	1.20
slippers#vest	2.00	1.20
basement#flea	1.00	1.00
book#building	1.20	1.20
balloon#sled	1.20	1.00
colander#rock	1.00	1.40
barn#closet	1.80	1.20
brush#ladle	2.00	1.60
cupboard#hook	1.80	1.00
cow#envelope	1.00	1.00
harpsichord#tray	1.00	1.20
kettle#trumpet	1.20	1.40
harmonica#plug_(electric)	1.20	1.00
python#spear	1.00	1.40
bow_(ribbon)#fork	1.20	1.00
cockroach#owl	1.60	1.00
tent#umbrella	2.20	1.60
cottage#house	4.40	4.20
napkin#peg	1.20	1.00
mug#tank_(container)	1.80	1.40
giraffe#strawberry	1.00	1.00
dove#thimble	1.00	1.00
cake#veil	1.40	1.00
ambulance#cart	1.80	1.40
honeydew#squid	1.20	1.00
horse#pony	5.00	4.60
spatula#typewriter	1.20	1.00
cedar#mink_(animal)	1.20	1.00
faucet#sledgehammer	1.20	1.00
doll#iguana	1.00	1.00
cabinet#stool_(furniture)	2.00	1.20
cherry#mushroom	1.40	1.20
giraffe#horse	2.00	1.60
gloves#tray	1.00	1.00
gown#nightgown	2.60	2.60
budgie#hook	1.00	1.00
pliers#saxophone	1.00	1.00
crowbar#machete	1.80	1.40
bolts#tack	1.80	1.40
airplane#bow_(weapon)	1.00	1.00
cupboard#stereo	1.40	1.20
kettle#strainer	1.60	1.20
apple#sword	1.00	1.00
hose_(leggings)#nylons	4.00	3.60
clamp#peg	1.60	1.20
bra#spinach	1.00	1.00
donkey#flamingo	1.40	1.00
sled#tractor	1.60	1.20
carpet#wagon	1.00	1.00
apron#pin	1.60	1.00
catfish#eagle	1.60	1.00
chipmunk#squirrel	4.00	3.60
bag#bracelet	1.00	1.00
balloon#trailer	1.00	1.00
blender#mixer	4.60	3.80
leopard#tiger	3.80	3.20
armour#octopus	1.00	1.00
projector#rabbit	1.00	1.00
peg#tape_(scotch)	1.20	1.00
python#raccoon	1.60	1.00
sledgehammer#tap	1.80	1.00
hammer#telephone	1.20	1.00
falcon#iguana	1.80	1.00
crow#raven	4.60	4.40
cap_(bottle)#vulture	1.00	1.00
bedroom#door	2.40	1.20
emu#mink_(coat)	1.60	1.00
saxophone#shrimp	1.00	1.20
machete#razor	2.40	1.80
desk#shelves	2.20	1.60
hornet#swan	1.40	1.00
sleigh#tractor	1.40	1.80
level#oven	1.00	1.00
dish#pipe_(plumbing)	1.20	1.00
marble#rifle	1.00	1.00
tray#whip	1.00	1.00
pineapple#turtle	1.00	1.20
camisole#trousers	2.60	1.20
cabbage#coyote	1.00	1.00
bottle#mug	2.80	1.40
caterpillar#cathedral	1.00	1.00
radio#thermometer	1.20	1.00
broccoli#jar	1.20	1.00
rake#whistle	1.20	1.00
pheasant#strainer	1.00	1.00
bread#brick	1.00	2.00
cage#pin	1.20	1.00
gown#hose_(tubing)	1.00	1.00
iguana#mouse	1.80	1.40
caribou#frog	1.80	1.20
fridge#scarf	1.00	1.00
cod#squirrel	1.60	1.20
emu#magazine	1.00	1.00
plug_(electric)#python	1.00	1.20
socks#trousers	2.40	1.60
canoe#harp	1.00	1.00
dagger#dandelion	1.00	1.00
clamp#gate	2.00	1.20
brush#lamp	1.40	1.00
flea#tray	1.00	1.00
flute#thimble	1.20	1.20
toaster#yacht	1.20	1.00
ball#cap_(hat)	1.60	1.20
blueberry#goldfish	1.00	1.00
dishwasher#saddle	1.00	1.00
mackerel#tack	1.00	1.00
banana#peach	3.20	1.80
goat#rabbit	2.60	1.60
hammer#sledgehammer	4.20	4.00
sardine#tuna	3.60	3.00
corn#willow	2.00	1.40
beehive#vine	1.20	1.00
bottle#pine	1.00	1.00
mittens#plate	1.20	1.00
camisole#robe	2.80	2.00
basement#carpet	1.40	1.20
mirror#rice	1.00	1.00
apartment#tray	1.25	1.00
coconut#mandarin	2.75	2.00
jar#rat	1.00	1.00
ball#earmuffs	1.00	1.25
chicken#tortoise	1.75	1.00
crossbow#sheep	1.00	1.00
oriole#vulture	3.75	2.25
ostrich#parsley	1.00	1.00
catfish#seal	1.75	1.00
helicopter#submarine	2.00	1.25
hose_(tubing)#veil	1.25	1.25
giraffe#revolver	1.00	1.00
bazooka#stove	1.00	1.00
orange#tomato	3.00	2.50
mug#sword	1.00	1.00
bomb#muzzle	1.25	1.00
buggy#chain	1.00	1.00
ox#rooster	1.75	1.00
bull#tomahawk	1.00	1.00
balloon#salmon	1.00	1.00
chickadee#shirt	1.00	1.00
mackerel#woodpecker	1.75	1.00
dog#scissors	1.00	1.00
cow#stool_(furniture)	1.25	1.00
bat_(animal)#carpet	1.00	1.00
cellar#squirrel	1.00	1.00
crane_(machine)#strainer	1.25	1.00
pepper#spinach	2.25	1.25
asparagus#bin_(waste)	1.25	1.00
barn#tap	1.20	1.00
cork#peas	1.00	1.00
lobster#rat	1.60	1.00
bathtub#boat	1.60	1.40
envelope#worm	1.00	1.00
beans#fence	1.00	1.00
cap_(hat)#cougar	1.00	1.00
apron#nylons	1.80	1.00
ball#shoes	1.60	1.00
cabinet#sardine	1.20	1.00
flute#pyramid	1.00	1.00
apartment#gate	2.20	1.00
bolts#kite	1.20	1.00
rattlesnake#shawl	1.00	1.00
crab#falcon	1.60	1.00
shield#spinach	1.00	1.00
gopher#hawk	1.80	1.20
building#parakeet	1.00	1.00
skyscraper#trolley	1.00	1.00
brick#brush	1.00	1.00
bat_(animal)#squirrel	1.80	1.20
crowbar#van	1.20	1.00
canary#pig	1.60	1.00
nectarine#pier	1.00	1.00
bomb#cannon	3.20	1.20
cheese#onions	2.00	1.00
peacock#pheasant	3.60	3.40
ladle#umbrella	1.20	1.20
mixer#razor	1.40	1.00
avocado#oak	1.60	1.00
coconut#octopus	1.20	1.00
broom#skyscraper	1.20	1.00
crocodile#eggplant	1.00	1.00
grape#salmon	1.40	1.00
brush#partridge	1.20	1.00
canary#plug_(electric)	1.00	1.00
cap_(bottle)#groundhog	1.00	1.00
umbrella#yacht	1.20	1.00
marble#ox	1.00	1.00
harmonica#harpsichord	3.00	1.40
biscuit#wheel	1.00	1.40
screwdriver#shovel	2.20	1.40
cheese#thimble	1.00	1.00
lemon#raisin	2.00	1.40
necklace#rope	2.20	2.60
bread#closet	1.40	1.00
subway#violin	1.00	1.00
bowl#envelope	1.20	1.00
beans#shotgun	1.00	1.00
bullet#sweater	1.00	1.00
robin#starling	4.20	3.80
apartment#door	1.80	1.20
banjo#building	1.00	1.00
cauliflower#pony	1.00	1.00
knife#panther	1.00	1.00
crowbar#hammer	2.40	1.80
bluejay#gopher	1.60	1.00
book#pheasant	1.00	1.00
coat#lettuce	1.00	1.00
bridge#rock	1.40	1.00
bread#catapult	1.00	1.00
drapes#lamp	1.60	1.00
pumpkin#sink	1.00	1.00
comb#sardine	1.00	1.00
cockroach#frog	1.60	1.20
fence#wall	3.80	3.40
bridge#stone	1.60	1.00
motorcycle#wagon	1.80	1.40
anchor#pear	1.00	1.00
birch#pine	3.20	3.80
grasshopper#scissors	1.00	1.00
inn#plate	1.20	1.00
bayonet#hatchet	2.40	1.80
banjo#menu	1.00	1.00
snail#van	1.00	1.20
bottle#ruler	1.00	1.00
rocker#stool_(furniture)	2.60	1.80
bear#pony	2.00	1.40
honeydew#potato	2.40	1.80
cantaloupe#zucchini	2.60	1.40
fork#pen	1.20	1.40
gorilla#hook	1.00	1.00
hose_(tubing)#jeans	1.60	1.60
muzzle#peg	1.00	1.00
housefly#wasp	2.60	2.20
clarinet#screws	1.20	1.20
lobster#trolley	1.20	1.00
giraffe#tangerine	1.00	1.00
flute#harmonica	3.00	2.00
taxi#wheelbarrow	1.60	1.20
kite#whistle	1.20	1.00
door#microwave	1.60	1.20
bra#porcupine	1.00	1.00
bayonet#tomahawk	2.00	1.20
octopus#spider	1.40	2.20
carrot#coconut	1.80	1.00
beaver#toad	1.60	1.00
hornet#squirrel	1.40	1.00
marble#spear	1.00	1.00
fan_(appliance)#tongs	1.20	1.00
ladle#peas	1.80	1.00
tractor#wheelbarrow	2.20	1.60
mink_(coat)#skunk	2.20	1.40
caribou#ship	1.00	1.00
cranberry#grape	3.20	3.00
beehive#whip	1.00	1.00
ox#pliers	1.20	1.00
cathedral#turnip	1.00	1.00
bagpipe#banana	1.00	1.00
shawl#wasp	1.00	1.00
cape#parka	3.20	3.00
spade#tack	1.20	1.00
typewriter#wrench	1.20	1.00
screwdriver#spatula	1.60	1.60
pillow#ruler	1.00	1.00
grater#pickle	1.20	1.00
avocado#peach	2.80	1.60
harmonica#worm	1.00	1.00
pyramid#tangerine	1.00	1.00
asparagus#cantaloupe	1.80	1.00
gun#rifle	4.60	3.80
cougar#lion	3.40	3.40
cantaloupe#vine	1.80	1.00
pyramid#whip	1.20	1.00
goldfish#raft	1.40	1.00
fork#wrench	1.80	1.40
brick#table	1.20	1.20
cathedral#spatula	1.00	1.00
beaver#mouse	2.00	1.80
rope#tie	2.60	2.40
leopard#starling	1.60	1.00
catapult#pistol	1.60	1.00
drum#walrus	1.00	1.00
camel#hose_(leggings)	1.00	1.00
cheetah#goose	1.60	1.00
colander#cup	2.20	1.60
ladle#pot	3.00	1.20
bridge#gate	1.60	1.00
basket#harp	1.00	1.00
ashtray#lemon	1.00	1.00
microscope#pillow	1.00	1.00
belt#screwdriver	1.20	1.00
mushroom#tangerine	1.80	1.20
carpet#skirt	1.20	1.00
napkin#pan	1.40	1.00
mink_(animal)#pig	2.00	1.60
mole_(animal)#peach	1.00	1.00
ball#hatchet	1.20	1.00
cranberry#tap	1.00	1.00
canary#finch	4.00	3.60
lettuce#tangerine	2.40	1.60
brush#parka	1.60	1.20
sailboat#umbrella	1.40	1.20
honeydew#raft	1.00	1.00
lamb#missile	1.00	1.00
necklace#pigeon	1.00	1.00
trumpet#tuba	4.20	2.80
barn#frog	1.20	1.00
gate#harpsichord	1.00	1.00
donkey#scooter	1.40	1.00
blender#spatula	2.40	1.20
nightgown#slippers	2.80	1.40
grapefruit#stork	1.00	1.00
camel#toad	1.60	1.20
cauliflower#oak	1.80	1.00
axe#curtains	1.00	1.00
crocodile#goldfish	1.80	1.20
birch#bracelet	1.40	1.40
pyramid#skis	1.20	1.00
cucumber#walnut	1.80	1.00
bathtub#hose_(leggings)	1.40	1.00
baton#van	1.20	1.00
budgie#hamster	1.80	1.40
bullet#cannon	3.20	1.20
apron#woodpecker	1.00	1.00
calf#turkey	1.80	1.00
rhubarb#zucchini	3.00	2.00
blouse#dress	3.60	3.00
tap#toaster	1.60	1.00
coyote#walrus	2.50	1.25
lettuce#onions	3.50	2.25
fan_(appliance)#saddle	1.00	1.00
pants#rope	1.00	1.00
beans#cabinet	1.25	1.00
desk#sandals	1.25	1.00
elevator#freezer	1.50	2.00
raft#strainer	1.00	1.25
cantaloupe#raven	1.25	1.00
ball#pyramid	1.00	1.00
blackbird#crab	1.75	1.00
cart#ship	2.00	1.50
eel#gorilla	2.00	1.00
screwdriver#skyscraper	1.25	1.50
guppy#moose	1.75	1.00
canoe#racquet	1.00	1.00
mat#seagull	1.00	1.00
hatchet#parka	1.00	1.00
axe#rocker	1.25	1.00
pepper#tape_(scotch)	1.00	1.00
bus#cabin	1.25	1.50
guitar#harpsichord	3.50	2.00
shield#yacht	1.25	1.00
chickadee#chipmunk	2.25	1.75
helicopter#wheelbarrow	2.00	1.25
chicken#duck	4.00	4.00
bat_(baseball)#umbrella	1.50	2.00
helmet#scarf	2.50	1.00
blouse#pajamas	3.75	2.75
catfish#pine	1.20	1.00
anchor#colander	1.00	1.20
sandals#shoes	4.40	4.00
sheep#turnip	1.00	1.20
cheetah#crane_(machine)	1.20	1.00
apartment#tuna	1.00	1.00
belt#tie	2.60	1.80
cart#wheelbarrow	4.00	3.60
pony#wall	1.00	1.00
blouse#truck	1.00	1.00
fox#mouse	2.00	2.00
corn#crown	1.00	1.20
bus#dish	1.20	1.00
guppy#pliers	1.00	1.20
groundhog#salmon	1.40	1.00
iguana#salamander	4.00	3.80
cabinet#cork	1.00	1.20
grasshopper#rat	1.60	1.40
celery#stick	1.40	1.80
boots#slippers	3.20	2.60
bullet#necklace	1.00	1.20
skis#trombone	1.00	1.40
bat_(baseball)#sledgehammer	2.00	2.40
garlic#piano	1.00	1.00
pants#socks	2.60	1.40
cap_(hat)#hook	1.00	1.00
mug#tape_(scotch)	1.00	1.00
banana#hut	1.20	1.00
cupboard#doll	1.00	1.20
marble#trousers	1.00	1.00
dress#skillet	1.00	1.00
blueberry#peach	3.50	2.50
dog#pickle	1.00	1.00
bedroom#squirrel	1.00	1.00
anchor#sailboat	2.50	1.50
envelope#hammer	1.00	1.00
raven#violin	1.00	1.00
honeydew#train	1.25	1.00
coyote#vulture	2.75	1.25
grenade#knife	3.00	1.25
cabin#hut	4.50	4.25
cottage#skyscraper	2.50	2.00
finch#ostrich	3.50	2.25
hamster#shrimp	2.25	1.50
banjo#gloves	1.00	1.00
ambulance#wheel	2.25	1.50
dolphin#seagull	2.25	1.25
jet#van	2.75	1.75
helmet#plate	1.25	1.25
basket#candle	1.50	1.25
blender#octopus	1.00	1.00
nylons#trousers	3.25	2.50
leopard#panther	4.50	4.50
ashtray#mink_(animal)	1.00	1.00
axe#sofa	1.00	1.00
fox#groundhog	2.75	2.50
canary#toad	2.25	1.25
bison#lion	3.00	2.25
rooster#turkey	4.25	3.50
buckle#tack	1.75	1.50
raven#scissors	1.00	1.00
fence#tripod	1.25	1.33
bed#cedar	2.00	1.33
blueberry#vine	2.00	1.33
garlic#pear	2.00	1.00
flamingo#pig	2.00	1.00
chipmunk#rat	3.25	3.00
chain#wheel	1.75	1.00
apron#rice	1.50	1.00
otter#vulture	2.00	1.00
bureau#shotgun	1.25	1.00
carpet#yam	1.00	1.00
peacock#walrus	2.00	1.00
cranberry#lemon	3.50	2.00
bagpipe#car	1.00	1.00
honeydew#spinach	2.75	1.00
goldfish#turkey	1.75	1.00
bread#colander	1.50	1.00
projector#telephone	2.25	1.00
hatchet#spade	3.00	3.00
knife#spear	3.00	3.33
plug_(electric)#swan	1.00	1.00
ambulance#wheelbarrow	2.00	1.33
biscuit#trout	1.25	1.00
cabin#shack	4.25	4.67
beehive#rope	1.25	1.00
bat_(animal)#rabbit	2.00	1.00
bluejay#tap	1.00	1.00
bra#dolphin	1.00	1.00
elephant#salamander	1.75	1.00
bazooka#partridge	1.00	1.00
hyena#wasp	1.40	1.00
pistol#ruler	1.20	1.20
fox#harp	1.00	1.00
mouse_(computer)#revolver	1.40	1.20
duck#eagle	3.20	2.40
hamster#starling	1.80	1.20
trombone#trumpet	4.00	3.60
broom#pelican	1.00	1.00
beans#moth	1.00	1.00
cap_(hat)#limousine	1.40	1.00
bucket#unicycle	1.00	1.00
corn#platypus	1.00	1.00
bridge#tent	1.40	1.60
alligator#raccoon	1.60	1.20
jet#lamp	1.20	1.00
bread#parakeet	1.00	1.00
spade#tomahawk	2.20	2.40
bra#couch	1.20	1.00
cherry#skyscraper	1.00	1.00
crab#shield	1.40	1.40
armour#car	1.80	1.20
basket#pan	1.40	2.20
elephant#swan	1.60	1.20
balloon#pillow	1.60	2.40
iguana#van	1.20	1.00
kite#piano	1.00	1.00
church#crossbow	1.00	1.20
jacket#rocker	1.20	1.20
basement#bluejay	1.00	1.00
goldfish#sleigh	1.00	1.00
hut#thimble	1.20	1.00
avocado#potato	2.00	2.25
accordion#guitar	3.40	1.75
cathedral#sword	1.20	1.00
bread#pin	1.00	1.00
bluejay#frog	1.60	1.00
gorilla#lamb	2.00	1.25
apartment#toilet	1.80	1.00
microscope#turkey	1.00	1.00
elk#raspberry	1.20	1.00
cap_(hat)#tent	1.20	1.00
corkscrew#table	1.60	1.00
mink_(coat)#peacock	1.40	1.00
missile#rifle	2.60	1.50
bagpipe#pier	1.00	1.00
hammer#shoes	1.00	1.00
donkey#rake	1.20	1.00
anchor#yacht	3.00	1.25
pineapple#radish	2.40	1.50
jet#subway	2.00	2.25
crocodile#muzzle	1.40	1.00
harmonica#key	1.40	1.00
bison#rabbit	2.00	1.75
biscuit#pillow	1.00	1.50
cauliflower#robin	1.00	1.00
banner#envelope	1.20	1.50
coconut#pear	2.80	1.75
bouquet#thermometer	1.00	1.00
blueberry#box	1.40	1.00
bed#gloves	1.20	1.20
mat#spider	1.00	1.00
beehive#building	1.80	1.20
barn#oriole	1.40	1.00
inn#mirror	1.40	1.00
chickadee#drum	1.00	1.00
eagle#emu	3.40	1.80
cello#pine	1.20	1.20
rattlesnake#tortoise	2.20	1.20
trailer#train	3.20	2.80
caterpillar#plum	1.20	1.00
anchor#box	1.20	1.00
groundhog#seagull	1.80	1.20
freezer#fridge	4.40	4.00
hose_(leggings)#sweater	2.60	1.60
carpet#worm	1.00	1.00
bag#wagon	1.40	1.00
paintbrush#tap	1.20	1.00
pumpkin#walnut	2.40	1.40
dove#stork	4.20	2.60
buzzard#van	1.00	1.00
catfish#crow	1.80	1.20
colander#crown	1.00	1.20
armour#rocker	1.40	1.20
moth#salamander	1.80	1.20
trousers#yam	1.20	1.00
napkin#strainer	1.60	1.00
shack#thimble	1.00	1.00
clarinet#tray	1.00	1.00
bluejay#nightingale	4.20	3.80
eagle#stork	4.00	3.50
flea#radish	1.00	1.00
rifle#rocket	3.50	1.75
bayonet#pin	1.75	1.75
bow_(ribbon)#cello	1.25	1.25
crane_(machine)#gorilla	1.00	1.00
bike#car	3.25	2.00
hose_(tubing)#nylons	1.50	2.00
beans#bread	2.75	1.25
box#sheep	1.25	1.00
desk#hawk	1.00	1.25
bow_(weapon)#corkscrew	1.25	1.25
sledgehammer#spatula	1.50	2.00
boots#coat	2.75	1.50
lamb#raspberry	1.25	1.00
crow#swan	3.75	2.50
butterfly#cranberry	1.25	1.00
mink_(coat)#otter	2.75	2.75
hare#woodpecker	2.50	1.50
dandelion#mat	1.00	1.00
apple#cantaloupe	3.75	2.25
cherry#peach	4.00	2.75
lobster#tuna	3.50	2.00
fawn#marble	1.00	1.00
catfish#tape_(scotch)	1.00	1.25
jacket#parka	4.50	4.75
broccoli#duck	1.00	1.00
brush#cage	1.00	1.25
grenade#pillow	1.00	1.25
bouquet#strainer	1.25	1.25
bat_(animal)#cheetah	1.80	1.20
chandelier#dog	1.00	1.00
finch#swan	2.80	2.00
bus#jeep	3.80	2.60
gun#revolver	4.80	4.80
grape#hoe	1.20	1.00
shirt#trousers	2.80	1.80
coyote#hare	1.80	1.20
bungalow#pants	1.20	1.00
jet#walnut	1.00	1.00
avocado#pear	3.20	2.60
tie#wall	1.00	1.00
asparagus#willow	1.60	1.40
camisole#jeans	2.40	2.00
basement#garage	3.00	2.00
knife#shotgun	2.40	1.40
bayonet#fork	1.60	1.40
church#house	2.00	2.40
orange#plum	3.40	2.40
radish#shield	1.00	1.00
fan_(appliance)#turkey	1.00	1.00
nightgown#parka	2.00	2.40
lamb#partridge	1.60	1.20
cape#cat	1.00	1.00
housefly#strainer	1.20	1.00
cap_(bottle)#elephant	1.00	1.00
mushroom#seagull	1.00	1.00
sandals#spatula	1.20	1.00
catfish#skirt	1.00	1.00
lamp#tape_(scotch)	1.20	1.00
anchor#truck	1.00	1.00
cantaloupe#lantern	1.00	1.00
pickle#radish	3.25	1.50
keyboard_(musical)#parka	1.00	1.00
oven#strainer	1.75	1.00
butterfly#fox	2.00	1.00
pillow#tangerine	1.00	1.00
cupboard#freezer	2.75	2.00
pan#skillet	4.50	4.75
crab#tape_(scotch)	1.00	1.25
nectarine#raspberry	3.50	2.25
nightingale#sparrow	4.00	4.00
crown#gown	2.50	1.00
stereo#tack	1.00	1.00
eel#necklace	1.00	1.50
peas#pot	1.75	1.00
mittens#rice	1.00	1.00
dagger#drum	1.00	1.00
banjo#car	1.00	1.00
fridge#shield	1.00	1.00
lobster#tomato	1.75	1.50
dunebuggy#tricycle	2.75	2.00
rooster#socks	1.00	1.00
grapefruit#honeydew	3.75	3.50
bin_(waste)#building	1.75	1.25
armour#crayon	1.00	1.00
avocado#zucchini	3.25	2.75
guitar#hose_(leggings)	1.00	1.00
guppy#turkey	2.00	1.00
bed#pants	1.50	1.25
ostrich#sack	1.00	1.00
flamingo#stork	4.20	3.20
crab#dog	1.60	1.00
pipe_(plumbing)#sink	2.60	1.40
butterfly#willow	1.40	1.00
keyboard_(musical)#kite	1.20	1.00
bullet#spade	1.20	1.00
dunebuggy#house	1.00	1.20
crossbow#grape	1.00	1.00
biscuit#socks	1.20	1.00
moose#squid	1.60	1.00
closet#shelves	3.20	1.80
buckle#tent	1.20	1.00
chain#gate	2.00	1.20
bayonet#woodpecker	1.00	1.00
ashtray#car	1.60	1.00
peas#spinach	3.40	2.00
skillet#umbrella	1.20	1.00
buggy#wagon	3.80	3.20
airplane#tape_(scotch)	1.20	1.00
pickle#zucchini	3.60	4.00
moth#nightgown	1.00	1.00
cake#harpsichord	1.00	1.00
cherry#raspberry	3.80	3.00
crocodile#pliers	1.00	1.20
coat#pajamas	3.00	2.40
dress#pelican	1.00	1.00
trolley#turnip	1.00	1.00
housefly#nightingale	1.80	1.60
tortoise#whale	2.00	1.40
fan_(appliance)#piano	1.40	1.00
hare#squirrel	3.00	2.00
key#rifle	1.20	1.00
faucet#sleigh	1.00	1.00
dress#tank_(container)	1.00	1.00
hamster#wasp	1.80	1.00
rhubarb#skis	1.00	1.20
ruler#strainer	1.20	1.00
bin_(waste)#thermometer	1.20	1.00
submarine#tortoise	1.00	1.00
ashtray#oak	1.20	1.00
fawn#harmonica	1.00	1.00
dunebuggy#scooter	2.20	1.40
cat#walnut	1.00	1.00
beets#vulture	1.00	1.00
tractor#unicycle	2.00	1.20
ant#goldfish	1.60	1.00
gloves#ladle	1.20	1.00
muzzle#whip	2.00	1.00
radio#telephone	2.20	1.20
axe#clock	1.00	1.00
banjo#keyboard_(musical)	3.80	1.80
cougar#panther	4.60	4.20
helicopter#wagon	1.80	1.00
cart#truck	2.00	1.80
cake#rake	1.00	1.00
basket#bow_(weapon)	1.00	1.00
pumpkin#zebra	1.00	1.00
flute#sink	1.00	1.00
apron#robe	3.25	2.25
goldfish#rattlesnake	1.75	1.25
spatula#whip	1.50	1.75
banjo#gun	1.00	1.00
catapult#trombone	1.00	1.25
cantaloupe#pear	3.50	2.25
crayon#drill	1.00	1.00
dunebuggy#football	1.25	1.00
bouquet#otter	1.00	1.00
crowbar#house	1.25	1.00
falcon#shed	1.25	1.00
submarine#zucchini	1.00	2.00
bayonet#machete	3.50	2.75
banner#box	1.25	1.00
blackbird#mole_(animal)	2.00	1.50
gopher#iguana	2.00	1.50
clock#key	1.25	1.25
axe#mirror	1.00	1.25
gown#rake	1.00	1.00
kettle#plate	2.00	1.25
asparagus#emu	1.00	1.00
donkey#tractor	1.50	1.00
lamb#zebra	3.50	2.25
barn#bridge	2.00	1.25
grapefruit#lemon	3.75	2.75
skis#stick	1.50	2.50
kite#telephone	1.00	1.25
rhubarb#salmon	1.25	1.25
horse#scissors	1.00	1.00
flute#saxophone	4.00	1.75
blackbird#finch	4.00	3.00
bra#hut	1.00	1.00
banjo#tent	1.00	1.00
gown#slippers	2.00	1.00
cat#dove	1.60	1.00
brush#tap	1.20	1.00
chair#crow	1.00	1.00
guppy#hatchet	1.00	1.00
flea#hawk	1.40	1.00
barn#cellar	2.60	1.60
eel#parsley	1.20	1.00
grenade#thimble	1.00	1.40
bluejay#chandelier	1.00	1.00
falcon#groundhog	1.60	1.20
envelope#flamingo	1.00	1.00
blouse#building	1.00	1.00
stereo#turtle	1.00	1.00
clamp#faucet	1.80	1.20
motorcycle#wheel	2.40	1.80
anchor#butterfly	1.00	1.00
church#shelves	1.40	1.00
brick#grater	1.00	1.20
bookcase#table	2.00	1.20
coyote#raccoon	2.20	1.80
crowbar#truck	1.40	1.00
bolts#moose	1.00	1.00
ant#salamander	1.80	1.20
hare#otter	2.20	1.60
