Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
lion,is_ferocious,systemic_property,e,sys,encyclopaedic,11,7,18,2,D,0.500,0.611,0,0,12,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,lives_in_wilderness,location,s,l,encyclopaedic,8,10,66,9,ND,0.111,0.121,93.06,37.16,19,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,lives_in_zoos,location,s,l,encyclopaedic,8,10,67,9,ND,0.111,0.119,125.44,110.47,13,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,a_predator,superordinate,c,h,taxonomic,7,12,,9,ND,0.111,,36.02,0,10,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,a_mammal,superordinate,c,h,taxonomic,6,13,,42,ND,0.024,,80,0,8,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,has_a_tail,external_component,e,ce,visual-form_and_surface,6,13,379,39,ND,0.026,0.016,65.07,28.41,10,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,has_teeth,internal_component,e,ci,visual-form_and_surface,6,13,144,14,ND,0.071,0.042,26.13,17.21,9,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,king_of_the_jungle,synonym,c,s,taxonomic,6,13,,1,D,1.000,,0,0,18,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,lives_in_jungles,location,s,l,encyclopaedic,6,13,55,7,ND,0.143,0.109,121.92,61.29,16,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,used_in_circuses,function,s,f,function,6,13,47,5,ND,0.200,0.128,42.8,33.69,16,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,is_dangerous,systemic_property,e,sys,encyclopaedic,5,19,316,37,ND,0.027,0.016,0,0,12,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lion,king_of_the_beasts,synonym,c,s,taxonomic,5,19,,1,D,1.000,,0,0,18,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.180,220.38,14,25,1,0,5,0,1,0,0,0,6,7
lobster,is_red,external_surface_property,e,se,visual-colour,26,1,382,26,ND,0.038,0.068,6.74,0,6,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,has_claws,external_component,e,ce,visual-form_and_surface,19,2,99,10,ND,0.100,0.192,43.85,15.77,9,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,is_edible,function,s,f,function,18,3,890,78,ND,0.013,0.020,59.45,48.86,9,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,lives_in_oceans,location,s,l,encyclopaedic,15,4,101,10,ND,0.100,0.149,107.1,50.75,15,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,an_animal,superordinate,c,h,taxonomic,11,5,,99,ND,0.010,,48.04,0,9,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,tastes_good,internal_surface_property,e,si,taste,11,5,235,33,ND,0.030,0.047,24.49,24.49,11,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,a_crustacean,superordinate,c,h,taxonomic,9,7,,2,D,0.500,,0,0,12,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,a_seafood,superordinate,c,h,taxonomic,8,8,,4,ND,0.250,,115.69,0,9,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,is_expensive,systemic_property,e,sys,encyclopaedic,8,8,226,22,ND,0.045,0.035,0,0,12,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,has_a_shell,external_component,e,ce,visual-form_and_surface,7,10,153,10,ND,0.100,0.046,6.71,6.71,11,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,eaten_with_butter,associated_entity,s,e,encyclopaedic,6,11,26,4,ND,0.250,0.231,6.96,0,17,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,has_a_tail,external_component,e,ce,visual-form_and_surface,6,11,379,39,ND,0.026,0.016,29.56,0,10,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,beh_-_swims,entity_behavior,e,b,visual-motion,5,13,411,33,ND,0.030,0.012,67.15,67.15,11,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,eaten_by_boiling,action,s,a,function,5,13,13,2,D,0.500,0.385,0,0,16,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,has_eyes,external_component,e,ce,visual-form_and_surface,5,13,118,16,ND,0.063,0.042,0,0,8,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,hunted_by_people,participant,s,p,function,5,13,267,27,ND,0.037,0.019,18.48,0,16,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
lobster,lives_in_water,location,s,l,encyclopaedic,5,13,394,32,ND,0.031,0.013,103.2,96.23,14,l,1,0.00,334,5.81,5.85,7,7,2,1153.71,144.13,0,17,14,1,7.1,0.097,0.091,154.98,7,9,3,1,4,1,0,1,0,0,4,3
machete,is_sharp,external_surface_property,e,se,tactile,15,1,281,18,ND,0.056,0.053,77.11,66.46,8,m,1,0.00,63,4.14,2.00,7,6,3,450.76,43.02,0,8,6,0,0.0,0.040,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
machete,used_for_cutting,function,s,f,function,10,2,122,9,ND,0.111,0.082,68.3,68.3,16,m,1,0.00,63,4.14,2.00,7,6,3,450.76,43.02,0,8,6,0,0.0,0.040,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
machete,a_knife,superordinate,c,h,taxonomic,9,3,,2,D,0.500,,0,0,7,m,1,0.00,63,4.14,2.00,7,6,3,450.76,43.02,0,8,6,0,0.0,0.040,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
machete,made_of_metal,made_of,e,m,visual-form_and_surface,9,3,1472,133,ND,0.008,0.006,0,0,13,m,1,0.00,63,4.14,2.00,7,6,3,450.76,43.02,0,8,6,0,0.0,0.040,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
machete,a_weapon,superordinate,c,h,taxonomic,6,5,,29,ND,0.034,,43.59,0,8,m,1,0.00,63,4.14,2.00,7,6,3,450.76,43.02,0,8,6,0,0.0,0.040,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
machete,is_long,external_surface_property,e,se,visual-form_and_surface,6,5,844,81,ND,0.012,0.007,0,0,7,m,1,0.00,63,4.14,2.00,7,6,3,450.76,43.02,0,8,6,0,0.0,0.040,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
machete,has_a_handle,external_component,e,ce,visual-form_and_surface,5,7,508,42,ND,0.024,0.010,0,0,12,m,1,0.00,63,4.14,2.00,7,6,3,450.76,43.02,0,8,6,0,0.0,0.040,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
machete,is_dangerous,systemic_property,e,sys,encyclopaedic,5,7,316,37,ND,0.027,0.016,50.62,17.68,12,m,1,0.00,63,4.14,2.00,7,6,3,450.76,43.02,0,8,6,0,0.0,0.040,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
mackerel,a_fish,superordinate,c,h,taxonomic,24,1,,16,ND,0.063,,222.07,0,6,m,2,0.69,151,5.02,3.85,8,6,2,597.26,101.73,0,9,8,0,0.0,0.056,0.046,442.04,14,50,2,1,3,0,0,0,0,0,2,1
mackerel,lives_in_water,location,s,l,encyclopaedic,14,2,394,32,ND,0.031,0.036,211.96,170.27,14,m,2,0.69,151,5.02,3.85,8,6,2,597.26,101.73,0,9,8,0,0.0,0.056,0.046,442.04,14,50,2,1,3,0,0,0,0,0,2,1
mackerel,has_fins,external_component,e,ce,visual-form_and_surface,10,3,100,11,ND,0.091,0.100,245.26,190.05,8,m,2,0.69,151,5.02,3.85,8,6,2,597.26,101.73,0,9,8,0,0.0,0.056,0.046,442.04,14,50,2,1,3,0,0,0,0,0,2,1
mackerel,beh_-_swims,entity_behavior,e,b,visual-motion,8,4,411,33,ND,0.030,0.019,177.35,148.53,11,m,2,0.69,151,5.02,3.85,8,6,2,597.26,101.73,0,9,8,0,0.0,0.056,0.046,442.04,14,50,2,1,3,0,0,0,0,0,2,1
mackerel,hunted_by_people,participant,s,p,function,8,4,267,27,ND,0.037,0.030,0,0,16,m,2,0.69,151,5.02,3.85,8,6,2,597.26,101.73,0,9,8,0,0.0,0.056,0.046,442.04,14,50,2,1,3,0,0,0,0,0,2,1
mackerel,beh_-_lays_eggs,entity_behavior,e,b,encyclopaedic,7,6,332,32,ND,0.031,0.021,6.59,6.59,15,m,2,0.69,151,5.02,3.85,8,6,2,597.26,101.73,0,9,8,0,0.0,0.056,0.046,442.04,14,50,2,1,3,0,0,0,0,0,2,1
mackerel,has_gills,external_component,e,ce,visual-form_and_surface,7,6,80,9,ND,0.111,0.088,267.97,205.89,9,m,2,0.69,151,5.02,3.85,8,6,2,597.26,101.73,0,9,8,0,0.0,0.056,0.046,442.04,14,50,2,1,3,0,0,0,0,0,2,1
mackerel,has_scales,external_component,e,ce,visual-form_and_surface,6,8,88,10,ND,0.100,0.068,154.3,132.22,10,m,2,0.69,151,5.02,3.85,8,6,2,597.26,101.73,0,9,8,0,0.0,0.056,0.046,442.04,14,50,2,1,3,0,0,0,0,0,2,1
mackerel,is_edible,function,s,f,function,5,9,890,78,ND,0.013,0.006,42.72,30.53,9,m,2,0.69,151,5.02,3.85,8,6,2,597.26,101.73,0,9,8,0,0.0,0.056,0.046,442.04,14,50,2,1,3,0,0,0,0,0,2,1
magazine,has_pictures,internal_component,e,ci,visual-form_and_surface,22,1,32,3,ND,0.333,0.688,58.68,58.68,12,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,used_for_reading,function,s,f,function,20,2,20,1,D,1.000,1.000,0,0,16,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,has_pages,internal_component,e,ci,visual-form_and_surface,14,3,37,2,D,0.500,0.378,0,0,9,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,has_articles,internal_component,e,ci,visual-form_and_surface,12,4,12,1,D,1.000,1.000,0,0,12,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,has_words_in_it,internal_surface_property,e,si,visual-form_and_surface,9,5,23,2,D,0.500,0.391,0,0,15,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,bought/sold_in_stores,location,s,l,encyclopaedic,8,6,31,5,ND,0.200,0.258,48.79,48.79,21,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,made_of_paper,made_of,e,m,visual-form_and_surface,8,6,119,10,ND,0.100,0.067,20.02,20.02,13,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,has_a_cover,external_component,e,ce,visual-form_and_surface,7,8,7,1,D,1.000,1.000,0,0,11,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,is_colourful,external_surface_property,e,se,visual-colour,6,9,159,19,ND,0.053,0.038,0,0,12,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,has_advertisements,associated_abstract_entity,e,ae,encyclopaedic,5,10,5,1,D,1.000,1.000,0,0,18,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,has_glossy_pages,internal_surface_property,e,si,visual-form_and_surface,5,10,5,1,D,1.000,1.000,0,0,16,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,is_smooth,external_surface_property,e,se,tactile,5,10,46,8,ND,0.125,0.109,8.01,8.01,9,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,like_a_book,cognitive_operation,i,o,encyclopaedic,5,10,5,1,D,1.000,1.000,0,0,11,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
magazine,requires_money,contingency,i,c,encyclopaedic,5,10,17,2,D,0.500,0.294,0,0,14,m,64,4.16,6418,8.77,8.15,8,7,3,954.05,63.51,0,14,14,9,64.3,0.594,0.587,67.75,4,40,1,0,7,1,0,0,0,1,4,0
mandarin,is_orange,external_surface_property,e,se,visual-colour,22,1,210,15,ND,0.067,0.105,92.25,83.22,9,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,a_fruit,superordinate,c,h,taxonomic,19,2,,29,ND,0.034,,322.36,0,7,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,is_juicy,internal_surface_property,e,si,tactile,13,3,230,21,ND,0.048,0.057,307.06,238.51,8,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,tastes_sweet,internal_surface_property,e,si,taste,13,3,320,24,ND,0.042,0.041,227.49,164.23,12,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,is_small,external_surface_property,e,se,visual-form_and_surface,8,5,1229,121,ND,0.008,0.007,0,0,8,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,eaten_by_peeling,action,s,a,function,7,6,32,4,ND,0.250,0.219,121.57,107.09,16,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,has_skin,external_component,e,ce,visual-form_and_surface,7,6,131,16,ND,0.063,0.053,144.78,114.44,8,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,a_Chinese_language,superordinate,c,h,taxonomic,6,8,,1,D,1.000,,0,0,18,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,grows_on_trees,origin,s,or,encyclopaedic,6,8,223,19,ND,0.053,0.027,165.6,115.51,14,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,has_seeds,internal_component,e,ci,visual-form_and_surface,6,8,251,21,ND,0.048,0.024,110.43,81.69,9,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,is_round,external_surface_property,e,se,visual-form_and_surface,6,8,823,76,ND,0.013,0.007,39.81,29.42,8,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,tastes_good,internal_surface_property,e,si,taste,6,8,235,33,ND,0.030,0.026,53.99,40.79,11,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,eaten_at_Christmas,time,s,t,encyclopaedic,5,13,25,3,ND,0.333,0.200,0,0,18,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,has_peel,external_component,e,ce,visual-form_and_surface,5,13,43,6,ND,0.167,0.116,194.75,171.94,8,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
mandarin,has_vitamin_C,internal_component,e,ci,encyclopaedic,5,13,32,4,ND,0.250,0.156,115.19,103.72,13,m,1,0.00,329,5.80,3.70,8,8,3,337.79,37.87,0,15,13,0,0.0,0.105,0.080,625.28,33,42,1,0,5,1,0,2,0,1,3,2
marble,is_round,external_surface_property,e,se,visual-form_and_surface,26,1,823,76,ND,0.013,0.032,7.95,7.95,8,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,is_small,external_surface_property,e,se,visual-form_and_surface,16,2,1229,121,ND,0.008,0.013,0,0,8,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,made_of_glass,made_of,e,m,visual-form_and_surface,16,2,171,14,ND,0.071,0.094,7.15,7.15,13,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,inbeh_-_rolls,entity_behavior,e,b,visual-motion,15,4,24,2,D,0.500,0.625,0,0,13,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,used_for_games,function,s,f,function,14,5,24,3,ND,0.333,0.583,66.05,66.05,14,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,different_colours,external_surface_property,e,se,visual-colour,11,6,460,58,ND,0.017,0.024,9.01,9.01,17,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,used_by_children,participant,s,p,function,11,6,166,13,ND,0.077,0.066,19.63,19.63,16,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,used_for_playing,function,s,f,function,11,6,62,5,ND,0.200,0.177,62.85,62.85,16,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,is_colourful,external_surface_property,e,se,visual-colour,10,9,159,19,ND,0.053,0.063,9.01,9.01,12,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,is_hard,external_surface_property,e,se,tactile,8,10,211,22,ND,0.045,0.038,15.98,15.98,7,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,is_smooth,external_surface_property,e,se,tactile,7,11,46,8,ND,0.125,0.152,29.9,29.9,9,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,used_for_collecting,function,s,f,function,6,12,20,3,ND,0.333,0.300,47.89,47.89,19,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,comes_in_bags,associated_entity,s,e,encyclopaedic,5,13,5,1,D,1.000,1.000,0,0,13,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
marble,different_designs,external_surface_property,e,se,visual-form_and_surface,5,13,5,1,D,1.000,1.000,0,0,17,m,24,3.18,1575,7.36,6.20,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.270,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
mat,found_by_doors,location,s,l,encyclopaedic,13,1,13,1,D,1.000,1.000,0,0,14,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
mat,used_for_wiping_feet,function,s,f,function,12,2,12,1,D,1.000,1.000,0,0,20,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
mat,used_for_welcoming,function,s,f,function,11,3,11,1,D,1.000,1.000,0,0,18,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
mat,found_in_bathrooms,location,s,l,encyclopaedic,9,4,103,10,ND,0.100,0.087,0,0,18,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
mat,a_rug,synonym,c,s,taxonomic,8,5,,1,D,1.000,,0,0,5,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
mat,found_in_cars,location,s,l,encyclopaedic,6,6,12,2,D,0.500,0.500,0,0,13,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
mat,found_on_floors,location,s,l,encyclopaedic,6,6,23,3,ND,0.333,0.261,0,0,15,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
mat,used_for_covering_floors,function,s,f,function,6,6,19,2,D,0.500,0.316,0,0,24,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
mat,is_small,external_surface_property,e,se,visual-form_and_surface,5,9,1229,121,ND,0.008,0.004,0,0,8,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
mat,made_of_material,made_of,e,m,visual-form_and_surface,5,9,154,18,ND,0.056,0.032,0,0,16,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
mat,made_of_rubber,made_of,e,m,visual-form_and_surface,5,9,62,7,ND,0.143,0.081,0,0,14,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
mat,used_for_protecting_things,function,s,f,function,5,9,5,1,D,1.000,1.000,0,0,26,m,7,1.95,858,6.75,6.85,3,3,1,0.00,0.00,22,13,12,7,58.3,0.553,0.523,0.00,0,0,5,0,3,0,0,0,0,0,4,1
